id,region,country,ISO3,year,levels_income,GDPpercap,country_population_1000,urban_percentage,residence,levels_waterservice,method_waterservice,served_percentage,served_population_1000
50,ASEAN,Brunei Darussalam,BRN,2002,High income,16817.23886530051,347.463,72.0459976196289,urban,limited,NA,NA,NA
51,ASEAN,Brunei Darussalam,BRN,2002,High income,16817.23886530051,347.463,72.0459976196289,urban,unimproved,NA,NA,NA
52,ASEAN,Brunei Darussalam,BRN,2002,High income,16817.23886530051,347.463,72.0459976196289,urban,surface water,NA,NA,NA
53,ASEAN,Brunei Darussalam,BRN,2002,High income,16817.23886530051,347.463,72.0459976196289,national,safely managed,NA,NA,NA
54,ASEAN,Brunei Darussalam,BRN,2002,High income,16817.23886530051,347.463,72.0459976196289,national,basic,NA,99,343.98837000000003
55,ASEAN,Brunei Darussalam,BRN,2002,High income,16817.23886530051,347.463,72.0459976196289,national,limited,NA,NA,NA
56,ASEAN,Brunei Darussalam,BRN,2002,High income,16817.23886530051,347.463,72.0459976196289,national,unimproved,NA,1,3.4746300000000003
57,ASEAN,Brunei Darussalam,BRN,2002,High income,16817.23886530051,347.463,72.0459976196289,national,surface water,NA,1,3.4746300000000003
58,ASEAN,Brunei Darussalam,BRN,2002,High income,16817.23886530051,347.463,72.0459976196289,rural,improved,piped,NA,NA
59,ASEAN,Brunei Darussalam,BRN,2002,High income,16817.23886530051,347.463,72.0459976196289,rural,improved,non-piped,NA,NA
60,ASEAN,Brunei Darussalam,BRN,2002,High income,16817.23886530051,347.463,72.0459976196289,urban,improved,piped,NA,NA
61,ASEAN,Brunei Darussalam,BRN,2002,High income,16817.23886530051,347.463,72.0459976196289,urban,improved,non-piped,NA,NA
62,ASEAN,Brunei Darussalam,BRN,2002,High income,16817.23886530051,347.463,72.0459976196289,national,improved,piped,99,343.98837000000003
63,ASEAN,Brunei Darussalam,BRN,2002,High income,16817.23886530051,347.463,72.0459976196289,national,improved,non-piped,1,3.4746300000000003
64,ASEAN,Brunei Darussalam,BRN,2003,High income,18521.36612641729,354.045,72.4209976196289,rural,safely managed,NA,NA,NA
65,ASEAN,Brunei Darussalam,BRN,2003,High income,18521.36612641729,354.045,72.4209976196289,rural,basic,NA,NA,NA
66,ASEAN,Brunei Darussalam,BRN,2003,High income,18521.36612641729,354.045,72.4209976196289,rural,limited,NA,NA,NA
67,ASEAN,Brunei Darussalam,BRN,2003,High income,18521.36612641729,354.045,72.4209976196289,rural,unimproved,NA,NA,NA
68,ASEAN,Brunei Darussalam,BRN,2003,High income,18521.36612641729,354.045,72.4209976196289,rural,surface water,NA,NA,NA
69,ASEAN,Brunei Darussalam,BRN,2003,High income,18521.36612641729,354.045,72.4209976196289,urban,safely managed,NA,NA,NA
70,ASEAN,Brunei Darussalam,BRN,2003,High income,18521.36612641729,354.045,72.4209976196289,urban,basic,NA,NA,NA
71,ASEAN,Brunei Darussalam,BRN,2003,High income,18521.36612641729,354.045,72.4209976196289,urban,limited,NA,NA,NA
72,ASEAN,Brunei Darussalam,BRN,2003,High income,18521.36612641729,354.045,72.4209976196289,urban,unimproved,NA,NA,NA
73,ASEAN,Brunei Darussalam,BRN,2003,High income,18521.36612641729,354.045,72.4209976196289,urban,surface water,NA,NA,NA
74,ASEAN,Brunei Darussalam,BRN,2003,High income,18521.36612641729,354.045,72.4209976196289,national,safely managed,NA,NA,NA
75,ASEAN,Brunei Darussalam,BRN,2003,High income,18521.36612641729,354.045,72.4209976196289,national,basic,NA,99,350.50455
76,ASEAN,Brunei Darussalam,BRN,2003,High income,18521.36612641729,354.045,72.4209976196289,national,limited,NA,NA,NA
77,ASEAN,Brunei Darussalam,BRN,2003,High income,18521.36612641729,354.045,72.4209976196289,national,unimproved,NA,1,3.5404500000000003
78,ASEAN,Brunei Darussalam,BRN,2003,High income,18521.36612641729,354.045,72.4209976196289,national,surface water,NA,1,3.5404500000000003
79,ASEAN,Brunei Darussalam,BRN,2003,High income,18521.36612641729,354.045,72.4209976196289,rural,improved,piped,NA,NA
80,ASEAN,Brunei Darussalam,BRN,2003,High income,18521.36612641729,354.045,72.4209976196289,rural,improved,non-piped,NA,NA
81,ASEAN,Brunei Darussalam,BRN,2003,High income,18521.36612641729,354.045,72.4209976196289,urban,improved,piped,NA,NA
82,ASEAN,Brunei Darussalam,BRN,2003,High income,18521.36612641729,354.045,72.4209976196289,urban,improved,non-piped,NA,NA
83,ASEAN,Brunei Darussalam,BRN,2003,High income,18521.36612641729,354.045,72.4209976196289,national,improved,piped,99,350.50455
84,ASEAN,Brunei Darussalam,BRN,2003,High income,18521.36612641729,354.045,72.4209976196289,national,improved,non-piped,1,3.5404500000000003
85,ASEAN,Brunei Darussalam,BRN,2004,High income,21839.26361911211,360.461,72.79399871826172,rural,safely managed,NA,NA,NA
86,ASEAN,Brunei Darussalam,BRN,2004,High income,21839.26361911211,360.461,72.79399871826172,rural,basic,NA,NA,NA
87,ASEAN,Brunei Darussalam,BRN,2004,High income,21839.26361911211,360.461,72.79399871826172,rural,limited,NA,NA,NA
88,ASEAN,Brunei Darussalam,BRN,2004,High income,21839.26361911211,360.461,72.79399871826172,rural,unimproved,NA,NA,NA
89,ASEAN,Brunei Darussalam,BRN,2004,High income,21839.26361911211,360.461,72.79399871826172,rural,surface water,NA,NA,NA
90,ASEAN,Brunei Darussalam,BRN,2004,High income,21839.26361911211,360.461,72.79399871826172,urban,safely managed,NA,NA,NA
91,ASEAN,Brunei Darussalam,BRN,2004,High income,21839.26361911211,360.461,72.79399871826172,urban,basic,NA,NA,NA
92,ASEAN,Brunei Darussalam,BRN,2004,High income,21839.26361911211,360.461,72.79399871826172,urban,limited,NA,NA,NA
93,ASEAN,Brunei Darussalam,BRN,2004,High income,21839.26361911211,360.461,72.79399871826172,urban,unimproved,NA,NA,NA
94,ASEAN,Brunei Darussalam,BRN,2004,High income,21839.26361911211,360.461,72.79399871826172,urban,surface water,NA,NA,NA
95,ASEAN,Brunei Darussalam,BRN,2004,High income,21839.26361911211,360.461,72.79399871826172,national,safely managed,NA,NA,NA
96,ASEAN,Brunei Darussalam,BRN,2004,High income,21839.26361911211,360.461,72.79399871826172,national,basic,NA,99,356.85639000000003
97,ASEAN,Brunei Darussalam,BRN,2004,High income,21839.26361911211,360.461,72.79399871826172,national,limited,NA,NA,NA
98,ASEAN,Brunei Darussalam,BRN,2004,High income,21839.26361911211,360.461,72.79399871826172,national,unimproved,NA,1,3.60461
99,ASEAN,Brunei Darussalam,BRN,2004,High income,21839.26361911211,360.461,72.79399871826172,national,surface water,NA,1,3.60461
100,ASEAN,Brunei Darussalam,BRN,2004,High income,21839.26361911211,360.461,72.79399871826172,rural,improved,piped,NA,NA
101,ASEAN,Brunei Darussalam,BRN,2004,High income,21839.26361911211,360.461,72.79399871826172,rural,improved,non-piped,NA,NA
102,ASEAN,Brunei Darussalam,BRN,2004,High income,21839.26361911211,360.461,72.79399871826172,urban,improved,piped,NA,NA
103,ASEAN,Brunei Darussalam,BRN,2004,High income,21839.26361911211,360.461,72.79399871826172,urban,improved,non-piped,NA,NA
104,ASEAN,Brunei Darussalam,BRN,2004,High income,21839.26361911211,360.461,72.79399871826172,national,improved,piped,99,356.85639000000003
105,ASEAN,Brunei Darussalam,BRN,2004,High income,21839.26361911211,360.461,72.79399871826172,national,improved,non-piped,1,3.60461
106,ASEAN,Brunei Darussalam,BRN,2005,High income,25991.214009151063,366.717,73.16300201416016,rural,safely managed,NA,NA,NA
107,ASEAN,Brunei Darussalam,BRN,2005,High income,25991.214009151063,366.717,73.16300201416016,rural,basic,NA,NA,NA
108,ASEAN,Brunei Darussalam,BRN,2005,High income,25991.214009151063,366.717,73.16300201416016,rural,limited,NA,NA,NA
109,ASEAN,Brunei Darussalam,BRN,2005,High income,25991.214009151063,366.717,73.16300201416016,rural,unimproved,NA,NA,NA
110,ASEAN,Brunei Darussalam,BRN,2005,High income,25991.214009151063,366.717,73.16300201416016,rural,surface water,NA,NA,NA
111,ASEAN,Brunei Darussalam,BRN,2005,High income,25991.214009151063,366.717,73.16300201416016,urban,safely managed,NA,NA,NA
112,ASEAN,Brunei Darussalam,BRN,2005,High income,25991.214009151063,366.717,73.16300201416016,urban,basic,NA,NA,NA
113,ASEAN,Brunei Darussalam,BRN,2005,High income,25991.214009151063,366.717,73.16300201416016,urban,limited,NA,NA,NA
114,ASEAN,Brunei Darussalam,BRN,2005,High income,25991.214009151063,366.717,73.16300201416016,urban,unimproved,NA,NA,NA
115,ASEAN,Brunei Darussalam,BRN,2005,High income,25991.214009151063,366.717,73.16300201416016,urban,surface water,NA,NA,NA
116,ASEAN,Brunei Darussalam,BRN,2005,High income,25991.214009151063,366.717,73.16300201416016,national,safely managed,NA,NA,NA
117,ASEAN,Brunei Darussalam,BRN,2005,High income,25991.214009151063,366.717,73.16300201416016,national,basic,NA,99,363.04983
118,ASEAN,Brunei Darussalam,BRN,2005,High income,25991.214009151063,366.717,73.16300201416016,national,limited,NA,NA,NA
119,ASEAN,Brunei Darussalam,BRN,2005,High income,25991.214009151063,366.717,73.16300201416016,national,unimproved,NA,1,3.66717
120,ASEAN,Brunei Darussalam,BRN,2005,High income,25991.214009151063,366.717,73.16300201416016,national,surface water,NA,1,3.66717
121,ASEAN,Brunei Darussalam,BRN,2005,High income,25991.214009151063,366.717,73.16300201416016,rural,improved,piped,NA,NA
122,ASEAN,Brunei Darussalam,BRN,2005,High income,25991.214009151063,366.717,73.16300201416016,rural,improved,non-piped,NA,NA
123,ASEAN,Brunei Darussalam,BRN,2005,High income,25991.214009151063,366.717,73.16300201416016,urban,improved,piped,NA,NA
124,ASEAN,Brunei Darussalam,BRN,2005,High income,25991.214009151063,366.717,73.16300201416016,urban,improved,non-piped,NA,NA
125,ASEAN,Brunei Darussalam,BRN,2005,High income,25991.214009151063,366.717,73.16300201416016,national,improved,piped,99,363.04983
126,ASEAN,Brunei Darussalam,BRN,2005,High income,25991.214009151063,366.717,73.16300201416016,national,improved,non-piped,1,3.66717
127,ASEAN,Brunei Darussalam,BRN,2006,High income,30767.753833107123,372.808,73.52899932861328,rural,safely managed,NA,NA,NA
128,ASEAN,Brunei Darussalam,BRN,2006,High income,30767.753833107123,372.808,73.52899932861328,rural,basic,NA,NA,NA
129,ASEAN,Brunei Darussalam,BRN,2006,High income,30767.753833107123,372.808,73.52899932861328,rural,limited,NA,NA,NA
130,ASEAN,Brunei Darussalam,BRN,2006,High income,30767.753833107123,372.808,73.52899932861328,rural,unimproved,NA,NA,NA
131,ASEAN,Brunei Darussalam,BRN,2006,High income,30767.753833107123,372.808,73.52899932861328,rural,surface water,NA,NA,NA
132,ASEAN,Brunei Darussalam,BRN,2006,High income,30767.753833107123,372.808,73.52899932861328,urban,safely managed,NA,NA,NA
133,ASEAN,Brunei Darussalam,BRN,2006,High income,30767.753833107123,372.808,73.52899932861328,urban,basic,NA,NA,NA
134,ASEAN,Brunei Darussalam,BRN,2006,High income,30767.753833107123,372.808,73.52899932861328,urban,limited,NA,NA,NA
135,ASEAN,Brunei Darussalam,BRN,2006,High income,30767.753833107123,372.808,73.52899932861328,urban,unimproved,NA,NA,NA
136,ASEAN,Brunei Darussalam,BRN,2006,High income,30767.753833107123,372.808,73.52899932861328,urban,surface water,NA,NA,NA
137,ASEAN,Brunei Darussalam,BRN,2006,High income,30767.753833107123,372.808,73.52899932861328,national,safely managed,NA,NA,NA
138,ASEAN,Brunei Darussalam,BRN,2006,High income,30767.753833107123,372.808,73.52899932861328,national,basic,NA,99,369.07992
139,ASEAN,Brunei Darussalam,BRN,2006,High income,30767.753833107123,372.808,73.52899932861328,national,limited,NA,NA,NA
140,ASEAN,Brunei Darussalam,BRN,2006,High income,30767.753833107123,372.808,73.52899932861328,national,unimproved,NA,1,3.72808
141,ASEAN,Brunei Darussalam,BRN,2006,High income,30767.753833107123,372.808,73.52899932861328,national,surface water,NA,1,3.72808
142,ASEAN,Brunei Darussalam,BRN,2006,High income,30767.753833107123,372.808,73.52899932861328,rural,improved,piped,NA,NA
143,ASEAN,Brunei Darussalam,BRN,2006,High income,30767.753833107123,372.808,73.52899932861328,rural,improved,non-piped,NA,NA
144,ASEAN,Brunei Darussalam,BRN,2006,High income,30767.753833107123,372.808,73.52899932861328,urban,improved,piped,NA,NA
145,ASEAN,Brunei Darussalam,BRN,2006,High income,30767.753833107123,372.808,73.52899932861328,urban,improved,non-piped,NA,NA
146,ASEAN,Brunei Darussalam,BRN,2006,High income,30767.753833107123,372.808,73.52899932861328,national,improved,piped,99,369.07992
147,ASEAN,Brunei Darussalam,BRN,2006,High income,30767.753833107123,372.808,73.52899932861328,national,improved,non-piped,1,3.72808
148,ASEAN,Brunei Darussalam,BRN,2007,High income,32337.274372207285,378.748,73.891998291015625,rural,safely managed,NA,NA,NA
149,ASEAN,Brunei Darussalam,BRN,2007,High income,32337.274372207285,378.748,73.891998291015625,rural,basic,NA,NA,NA
150,ASEAN,Brunei Darussalam,BRN,2007,High income,32337.274372207285,378.748,73.891998291015625,rural,limited,NA,NA,NA
151,ASEAN,Brunei Darussalam,BRN,2007,High income,32337.274372207285,378.748,73.891998291015625,rural,unimproved,NA,NA,NA
152,ASEAN,Brunei Darussalam,BRN,2007,High income,32337.274372207285,378.748,73.891998291015625,rural,surface water,NA,NA,NA
153,ASEAN,Brunei Darussalam,BRN,2007,High income,32337.274372207285,378.748,73.891998291015625,urban,safely managed,NA,NA,NA
154,ASEAN,Brunei Darussalam,BRN,2007,High income,32337.274372207285,378.748,73.891998291015625,urban,basic,NA,NA,NA
155,ASEAN,Brunei Darussalam,BRN,2007,High income,32337.274372207285,378.748,73.891998291015625,urban,limited,NA,NA,NA
156,ASEAN,Brunei Darussalam,BRN,2007,High income,32337.274372207285,378.748,73.891998291015625,urban,unimproved,NA,NA,NA
157,ASEAN,Brunei Darussalam,BRN,2007,High income,32337.274372207285,378.748,73.891998291015625,urban,surface water,NA,NA,NA
158,ASEAN,Brunei Darussalam,BRN,2007,High income,32337.274372207285,378.748,73.891998291015625,national,safely managed,NA,NA,NA
159,ASEAN,Brunei Darussalam,BRN,2007,High income,32337.274372207285,378.748,73.891998291015625,national,basic,NA,99,374.96052
160,ASEAN,Brunei Darussalam,BRN,2007,High income,32337.274372207285,378.748,73.891998291015625,national,limited,NA,NA,NA
161,ASEAN,Brunei Darussalam,BRN,2007,High income,32337.274372207285,378.748,73.891998291015625,national,unimproved,NA,1,3.78748
162,ASEAN,Brunei Darussalam,BRN,2007,High income,32337.274372207285,378.748,73.891998291015625,national,surface water,NA,1,3.78748
163,ASEAN,Brunei Darussalam,BRN,2007,High income,32337.274372207285,378.748,73.891998291015625,rural,improved,piped,NA,NA
164,ASEAN,Brunei Darussalam,BRN,2007,High income,32337.274372207285,378.748,73.891998291015625,rural,improved,non-piped,NA,NA
165,ASEAN,Brunei Darussalam,BRN,2007,High income,32337.274372207285,378.748,73.891998291015625,urban,improved,piped,NA,NA
166,ASEAN,Brunei Darussalam,BRN,2007,High income,32337.274372207285,378.748,73.891998291015625,urban,improved,non-piped,NA,NA
167,ASEAN,Brunei Darussalam,BRN,2007,High income,32337.274372207285,378.748,73.891998291015625,national,improved,piped,99,374.96052
168,ASEAN,Brunei Darussalam,BRN,2007,High income,32337.274372207285,378.748,73.891998291015625,national,improved,non-piped,1,3.78748
169,ASEAN,Brunei Darussalam,BRN,2008,High income,37427.54005731022,384.568,74.25199127197266,rural,safely managed,NA,NA,NA
170,ASEAN,Brunei Darussalam,BRN,2008,High income,37427.54005731022,384.568,74.25199127197266,rural,basic,NA,NA,NA
171,ASEAN,Brunei Darussalam,BRN,2008,High income,37427.54005731022,384.568,74.25199127197266,rural,limited,NA,NA,NA
172,ASEAN,Brunei Darussalam,BRN,2008,High income,37427.54005731022,384.568,74.25199127197266,rural,unimproved,NA,NA,NA
173,ASEAN,Brunei Darussalam,BRN,2008,High income,37427.54005731022,384.568,74.25199127197266,rural,surface water,NA,NA,NA
174,ASEAN,Brunei Darussalam,BRN,2008,High income,37427.54005731022,384.568,74.25199127197266,urban,safely managed,NA,NA,NA
175,ASEAN,Brunei Darussalam,BRN,2008,High income,37427.54005731022,384.568,74.25199127197266,urban,basic,NA,NA,NA
176,ASEAN,Brunei Darussalam,BRN,2008,High income,37427.54005731022,384.568,74.25199127197266,urban,limited,NA,NA,NA
177,ASEAN,Brunei Darussalam,BRN,2008,High income,37427.54005731022,384.568,74.25199127197266,urban,unimproved,NA,NA,NA
178,ASEAN,Brunei Darussalam,BRN,2008,High income,37427.54005731022,384.568,74.25199127197266,urban,surface water,NA,NA,NA
179,ASEAN,Brunei Darussalam,BRN,2008,High income,37427.54005731022,384.568,74.25199127197266,national,safely managed,NA,NA,NA
180,ASEAN,Brunei Darussalam,BRN,2008,High income,37427.54005731022,384.568,74.25199127197266,national,basic,NA,99,380.72231999999997
181,ASEAN,Brunei Darussalam,BRN,2008,High income,37427.54005731022,384.568,74.25199127197266,national,limited,NA,NA,NA
182,ASEAN,Brunei Darussalam,BRN,2008,High income,37427.54005731022,384.568,74.25199127197266,national,unimproved,NA,1,3.8456799999999998
183,ASEAN,Brunei Darussalam,BRN,2008,High income,37427.54005731022,384.568,74.25199127197266,national,surface water,NA,1,3.8456799999999998
184,ASEAN,Brunei Darussalam,BRN,2008,High income,37427.54005731022,384.568,74.25199127197266,rural,improved,piped,NA,NA
185,ASEAN,Brunei Darussalam,BRN,2008,High income,37427.54005731022,384.568,74.25199127197266,rural,improved,non-piped,NA,NA
186,ASEAN,Brunei Darussalam,BRN,2008,High income,37427.54005731022,384.568,74.25199127197266,urban,improved,piped,NA,NA
187,ASEAN,Brunei Darussalam,BRN,2008,High income,37427.54005731022,384.568,74.25199127197266,urban,improved,non-piped,NA,NA
188,ASEAN,Brunei Darussalam,BRN,2008,High income,37427.54005731022,384.568,74.25199127197266,national,improved,piped,99,380.72231999999997
189,ASEAN,Brunei Darussalam,BRN,2008,High income,37427.54005731022,384.568,74.25199127197266,national,improved,non-piped,1,3.8456799999999998
190,ASEAN,Brunei Darussalam,BRN,2009,High income,27497.546869337984,390.311,74.60799407958984,rural,safely managed,NA,NA,NA
191,ASEAN,Brunei Darussalam,BRN,2009,High income,27497.546869337984,390.311,74.60799407958984,rural,basic,NA,NA,NA
192,ASEAN,Brunei Darussalam,BRN,2009,High income,27497.546869337984,390.311,74.60799407958984,rural,limited,NA,NA,NA
193,ASEAN,Brunei Darussalam,BRN,2009,High income,27497.546869337984,390.311,74.60799407958984,rural,unimproved,NA,NA,NA
194,ASEAN,Brunei Darussalam,BRN,2009,High income,27497.546869337984,390.311,74.60799407958984,rural,surface water,NA,NA,NA
195,ASEAN,Brunei Darussalam,BRN,2009,High income,27497.546869337984,390.311,74.60799407958984,urban,safely managed,NA,NA,NA
196,ASEAN,Brunei Darussalam,BRN,2009,High income,27497.546869337984,390.311,74.60799407958984,urban,basic,NA,NA,NA
197,ASEAN,Brunei Darussalam,BRN,2009,High income,27497.546869337984,390.311,74.60799407958984,urban,limited,NA,NA,NA
198,ASEAN,Brunei Darussalam,BRN,2009,High income,27497.546869337984,390.311,74.60799407958984,urban,unimproved,NA,NA,NA
199,ASEAN,Brunei Darussalam,BRN,2009,High income,27497.546869337984,390.311,74.60799407958984,urban,surface water,NA,NA,NA
200,ASEAN,Brunei Darussalam,BRN,2009,High income,27497.546869337984,390.311,74.60799407958984,national,safely managed,NA,NA,NA
201,ASEAN,Brunei Darussalam,BRN,2009,High income,27497.546869337984,390.311,74.60799407958984,national,basic,NA,99,386.40788999999995
202,ASEAN,Brunei Darussalam,BRN,2009,High income,27497.546869337984,390.311,74.60799407958984,national,limited,NA,NA,NA
203,ASEAN,Brunei Darussalam,BRN,2009,High income,27497.546869337984,390.311,74.60799407958984,national,unimproved,NA,1,3.90311
204,ASEAN,Brunei Darussalam,BRN,2009,High income,27497.546869337984,390.311,74.60799407958984,national,surface water,NA,1,3.90311
205,ASEAN,Brunei Darussalam,BRN,2009,High income,27497.546869337984,390.311,74.60799407958984,rural,improved,piped,NA,NA
206,ASEAN,Brunei Darussalam,BRN,2009,High income,27497.546869337984,390.311,74.60799407958984,rural,improved,non-piped,NA,NA
207,ASEAN,Brunei Darussalam,BRN,2009,High income,27497.546869337984,390.311,74.60799407958984,urban,improved,piped,NA,NA
208,ASEAN,Brunei Darussalam,BRN,2009,High income,27497.546869337984,390.311,74.60799407958984,urban,improved,non-piped,NA,NA
209,ASEAN,Brunei Darussalam,BRN,2009,High income,27497.546869337984,390.311,74.60799407958984,national,improved,piped,99,386.40788999999995
210,ASEAN,Brunei Darussalam,BRN,2009,High income,27497.546869337984,390.311,74.60799407958984,national,improved,non-piped,1,3.90311
211,ASEAN,Brunei Darussalam,BRN,2010,High income,34609.711982932284,396.053,74.96099853515625,rural,safely managed,NA,NA,NA
212,ASEAN,Brunei Darussalam,BRN,2010,High income,34609.711982932284,396.053,74.96099853515625,rural,basic,NA,NA,NA
213,ASEAN,Brunei Darussalam,BRN,2010,High income,34609.711982932284,396.053,74.96099853515625,rural,limited,NA,NA,NA
214,ASEAN,Brunei Darussalam,BRN,2010,High income,34609.711982932284,396.053,74.96099853515625,rural,unimproved,NA,NA,NA
215,ASEAN,Brunei Darussalam,BRN,2010,High income,34609.711982932284,396.053,74.96099853515625,rural,surface water,NA,NA,NA
