id,sdg_region,country,ISO3,year,income_group,GDPpercap,population_1000,rural_safelymanaged,rural_basic,rural_limited,rural_unimproved,rural_surfacewater,urban_safelymanaged,urban_basic,urban_limited,urban_unimproved,urban_surfacewater,national_safelymanaged,national_basic,national_limited,national_unimproved,national_surfacewater,rural_piped,rural_nonpiped,urban_piped,urban_nonpiped,national_piped,national_nonpiped
11,Central and Southern Asia,Afghanistan,AFG,2010,Low income,562.49921944420089,28189.672,16.575121024615029,41.274491028878757,4.9309764934865683,33.028258896059469,20.766273581575209,28.05938022694232,73.091816415268426,4.0337821443869473,18.094213380635441,4.7801880597091886,19.301139222627,48.826968524237088,4.718009367333786,29.483366031805019,16.971656076624111,6.6204102119233994,39.585057310441933,29.012539972839019,48.113058586816351,11.935629815174901,41.609348076395968
12,Central and Southern Asia,Afghanistan,AFG,2011,Low income,608.73885586840152,29249.157,17.504857620706609,43.959009461146238,4.8382288260459214,31.465700428724631,19.737061284083211,28.812802625794589,75.332682089522834,3.8638158631254811,16.500135155009499,4.3033668923421828,20.212884234622379,51.472376468319773,4.6048763577138132,27.88174733690332,16.04099983706309,7.4500958363169048,41.347142450875253,30.11801233054484,49.078485622103472,12.878608613613579,43.19864421242
13,Central and Southern Asia,Afghanistan,AFG,2012,Low income,653.41747912443861,30466.479,18.434594216798189,46.682761180667903,4.7062478713510956,29.903141961389789,18.70784898659122,29.566225024647199,77.588101044203583,3.6792963014385829,14.90605692938254,3.8265457249752899,21.12399634428364,54.149491636247447,4.4581363614135254,26.27984604437831,15.11252595796072,8.2797814607106375,43.109227591308347,31.223484688251119,50.043912657391047,13.822980412891241,44.784647584769729
14,Central and Southern Asia,Afghanistan,AFG,2013,Low income,638.73318478022316,31541.209,19.364330812889762,49.445746187443973,4.5350336294018518,28.340583494055409,17.67863668909877,30.319647423499472,79.858073279308798,3.4802234593263108,13.31197870375661,3.3497245576082828,22.034469718441361,56.858141594812423,4.2779446840743054,24.67766293408312,14.18625078703016,9.1094670851043702,44.871312731741448,32.32895704595694,51.009339692678168,14.768753010302159,46.367333268584559
15,Central and Southern Asia,Afghanistan,AFG,2014,Low income,626.51293045057253,32716.21,20.294067408981331,52.247964481474348,4.3245861001983101,26.77802502672057,16.649424391606772,31.073069822352071,82.142598794840168,3.2665973367887911,11.71790047812965,2.8729033902413899,22.944300713928879,59.598158173812124,4.0644583972057831,23.075192283276589,13.262191145705509,9.9391527094978755,46.633397872174783,33.434429403662762,51.974766727966198,15.715936391073541,47.946680179944359
16,Central and Southern Asia,Afghanistan,AFG,2015,Low income,566.88113266507185,33753.499,21.22380400507291,55.089416062758893,4.0749052837405983,25.215466559385732,15.62021209411478,31.826492221204351,84.441677590796118,3.0384179338257842,10.123822252503709,2.3960822228743841,23.85358954992429,62.369659558562397,3.817825431639017,21.47228358170943,12.340231428089171,10.76883833389161,48.395483012607883,34.539901761368583,52.940193763253319,16.66477586867347,49.522709121527939
17,Central and Southern Asia,Afghanistan,AFG,2016,Low income,523.0530121017523,34636.207,22.15354060116449,57.970100931297878,3.785991180028446,23.65290809205089,14.59099979662278,32.579914620056947,86.755309667178295,2.7956852504374581,8.5297440268767559,1.9192610555074909,24.76222017604443,65.172162259966697,3.538216732287736,19.86909000280863,11.42053100493693,11.59852395828511,50.157568153041211,35.645374119074859,53.905620798540888,17.6150465536792,51.095332438575227
18,Central and Southern Asia,Afghanistan,AFG,2017,Low income,526.14080127138266,35643.418,23.08327719725639,60.890019087091872,3.457843789062196,22.090349624715149,13.561787499130791,33.33333701890956,89.083495023985748,2.5383992866238572,6.9356658012499111,1.4424398881404841,25.671417237591822,68.008871585664295,3.2256840531470869,18.263792093233011,10.50165226795561,12.42820958267885,51.919653293475221,36.75084647678068,54.871047833828918,18.569675282199629,52.664880356611746
19,Central and Southern Asia,Afghanistan,AFG,2018,Low income,492.09063228022615,36686.784,24.013013793347969,63.849170530139453,3.0904631108414549,20.52779115738031,12.532575201638791,34.086759417761833,91.426233661217793,2.2665600423847541,5.3415875756239757,<1,26.58131453777191,70.879940893230795,2.8804089712083361,16.656070553187121,9.5835795823737584,13.257895207072581,53.681738433908322,37.856318834486501,55.836474869116053,19.529262581098479,54.231087283340642
20,Central and Southern Asia,Afghanistan,AFG,2019,Low income,497.74142925750209,37769.499,24.942750389439549,66.847555260441183,2.6838491453665512,18.965232690045472,11.503362904146799,34.840181816614432,93.78352557887608,1.980167517720318,3.7475093499970171,<1,27.491734112846402,73.784642996730781,2.5026229209887019,15.0460624764914,8.6666716057891211,14.087580831466081,55.44382357434165,38.961791192192322,56.801901904404083,20.49368426818171,55.793581649537771
21,Central and Southern Asia,Afghanistan,AFG,2020,Low income,512.05509822868748,38972.23,25.872486985531118,69.885173277997367,2.2380018926371998,17.40267422271063,10.474150606654799,35.593604215466712,96.155370776958719,1.679221712630621,2.1534311243710822,<1,28.402505149641719,76.722255402539957,2.0925737966518261,13.433905404543239,7.7512653962649676,14.917266455859821,57.20590871477475,40.067263549898144,57.767328939691197,21.46280457539611,57.352024623795678
22,Central and Southern Asia,Afghanistan,AFG,2021,Low income,355.77782639264768,40099.462,26.802223581622702,72.962024582807672,1.7529213526537291,15.840115755375789,9.4449383091628079,36.347026614319311,98.541769255467727,1.363722627115465,<1,<1,29.31384300140855,79.69307845890738,1.6505075959652149,11.696816730006001,6.959597215121395,15.746952080253321,58.967993855208078,41.172735907604419,58.732755974978772,22.437492822020371,58.906093232852228
23,Central and Southern Asia,Afghanistan,AFG,2022,Low income,NA,41128.771,27.731960177714271,76.078109174872466,1.228607525415768,14.277557288040949,8.415726011670813,36.381410000000002,98.986363168724324,1.0136368312756761,<1,<1,30.034098131056279,82.175371118170645,1.1713909383908201,10.47744152828737,6.1757964151511544,16.576637704647059,60.730078995641179,42.278208265310241,57.721791734689759,23.417368104653139,59.929393951908331
24,Europe and Northern America,Albania,ALB,2000,Upper middle income,1126.6833401071663,3182.021,-,80.423157490698273,13.9487624889647,4.0425639652911798,1.585516055045844,-,94.734952857687347,4.8228744380928106,<1,<1,49.138320563420884,86.397043949407717,10.139525506538821,2.5397247533956788,<1,64.26864124538497,30.10327873427801,98.111241677529279,1.4465856182508789,78.394881138911572,18.14168831703498
25,Europe and Northern America,Albania,ALB,2001,Upper middle income,1281.6598256178013,3153.612,-,81.094652414003335,13.37850271738724,4.0543571010253459,1.472487767584084,-,94.784808554934898,4.6597221733719607,<1,<1,49.081197746746881,86.90406849176486,9.6786879953149647,2.569605947634233,<1,64.83899982889352,29.634155302497049,97.392181273283086,2.0523494550237729,78.652940875482429,17.929815611597391
26,Europe and Northern America,Albania,ALB,2002,Upper middle income,1425.1242186014215,3123.551,-,81.767401558898513,12.80698872421965,4.0661502367595403,1.359459480122297,-,94.834305001204029,4.4969291596295022,<1,<1,48.98476556804296,87.451635715961174,9.1920299278171509,2.5882533153894989,<1,65.409358412402298,29.165031870715861,96.673120869036893,2.658113291796639,79.009407833946682,17.634257809831642
27,Europe and Northern America,Albania,ALB,2003,Upper middle income,1846.120120812074,3092.991,-,82.441404925384035,12.23422050946172,4.0779433724937064,1.246431192660538,-,94.883442196494769,4.3344953968654352,<1,<1,48.885445754425312,87.987196718119904,8.7130762905388774,2.608867553519524,<1,65.979716995910849,28.695908438934911,95.9540604647907,3.2638771285695038,79.340183370254792,17.360089638403991
28,Europe and Northern America,Albania,ALB,2004,Upper middle income,2373.5812917005464,3062.622,-,83.116662513460085,11.660198073113291,4.0897365082278716,1.13340290519875,-,94.932220140807146,4.1724208850797604,<1,<1,50.717677787606533,88.51058126142847,8.241952749866627,2.6314728571731978,<1,66.550075579419627,28.226785007153751,95.235000060544508,3.869640965342398,79.64502918435258,17.10750482694252
29,Europe and Northern America,Albania,ALB,2005,Upper middle income,2673.7878158352933,3032.634,-,83.793174323126237,11.08492141517473,4.1015296439620386,1.020374617736991,-,94.980638834141104,4.0107056242724752,1.0086555415864209,<1,52.578332424507337,89.021185839122836,7.7790693528582304,2.6562014764856392,<1,67.120434162928177,27.75766157537279,94.515939656298315,4.4754048021152641,79.92262569870411,16.877629493276959
30,Europe and Northern America,Albania,ALB,2006,Upper middle income,2972.7436209473608,3003.387,-,84.470940354382734,10.50839053564583,4.1133227796962331,<1,-,95.028698276496669,3.8493496144435819,1.121952109059748,<1,54.467082497409123,89.519134996800418,7.3243702256986758,2.6829960953692011,<1,67.690792746436955,27.288538143591609,93.796879252052122,5.0811686388881299,80.173420671734348,16.670084550764741
31,Europe and Northern America,Albania,ALB,2007,Upper middle income,3595.0382953640442,2976.084,-,85.149960607229744,9.930605434526413,4.1251159154303991,<1,-,95.076398467873872,3.6883528555930809,1.235248676533047,<1,56.383843324424397,90.004190383258432,6.8780193783088333,2.7119095835367242,<1,68.261151329945505,26.819414711810651,93.077818847805929,5.686932475661024,80.397000740689691,16.485209020877569
32,Europe and Northern America,Albania,ALB,2008,Upper middle income,4370.5397163944899,2951.689,-,85.830235081666899,9.3515661118168794,4.1369090511645652,<1,-,95.123739408272669,3.5277153477209571,1.3485452440063741,<1,58.328478924376192,90.476149836991397,6.4401647463457303,2.742979233200606,<1,68.831509913454283,26.350291280029499,92.358758443559736,6.2926963124338897,80.593015981497274,16.323298601839859
33,Europe and Northern America,Albania,ALB,2009,Upper middle income,4114.1340328302294,2930.541,-,86.511763777694355,8.7712725675170162,4.1487021868987313,<1,-,95.170721097693061,3.367437090827238,1.4618418114797009,<1,60.300905200906179,90.934409615320789,6.0112092787841851,2.7763648819958808,<1,69.401868496963061,25.88116784824831,91.639698039313544,6.8984601492067554,80.760059637024966,16.185559257080008
34,Europe and Northern America,Albania,ALB,2010,Upper middle income,4094.3496857048149,2913.399,-,87.194546695312141,8.1897248016268236,4.1604953226329258,<1,-,95.21734353613509,3.2075180849119111,1.575138378953,<1,62.300630190216559,91.379479611101686,5.5908564666387752,2.8118940164209909,<1,69.972227080471612,25.412044416467349,90.920637635067351,7.5042239859796496,80.899547542659249,16.070788535081221
35,Europe and Northern America,Albania,ALB,2011,Upper middle income,4437.1411609706129,2900.654,-,87.878583834520455,7.6069228141461016,4.1722884583670918,<1,-,95.263606723598699,3.0479583299749748,1.6884349464263271,<1,64.327402607561851,91.810888557411332,5.1794111412736541,2.8497092409057019,<1,70.54258566398039,24.942920984686172,90.201577230821158,8.1099878227525153,81.010410152766426,15.97988954591856
36,Europe and Northern America,Albania,ALB,2012,Upper middle income,4247.6313431594481,2892.193,-,88.563875195318914,7.0228666050752651,4.1840815941012579,<1,-,95.309510660083916,2.8887578260164299,1.8017315138996539,<1,66.380852034769433,92.228778529311214,4.7768054142569696,2.8897510942855171,<1,71.11294424748894,24.473797552905239,89.482516826574965,8.715751659525381,81.093132304227183,15.91245163934102
37,Europe and Northern America,Albania,ALB,2013,Upper middle income,4413.0633834682149,2887.014,-,89.250420777707674,6.4375561744140981,4.195874729835424,<1,-,95.355055345590785,2.7299165730362631,1.9150280813729521,<1,68.459832807363014,92.631596058427959,4.384005819062863,2.9325808748014102,<1,71.683302830997718,24.004674121124051,88.763456422328773,9.3215154962982751,81.143488880523535,15.87211299696728
38,Europe and Northern America,Albania,ALB,2014,Upper middle income,4578.6332081215487,2884.102,-,89.938220581686977,5.8509915221623876,4.2076678655696176,<1,-,95.400240780119219,2.571434571034501,2.0283246488462789,<1,70.563261018829394,93.020058059703175,4.0005670638142394,2.9780152608372559,<1,72.253661414506269,23.535550689343101,88.04439601808258,9.9272793330711409,81.163269559802544,15.85735556371487
39,Europe and Northern America,Albania,ALB,2015,Upper middle income,3952.8035736481338,2882.481,-,90.627274607256396,5.263172648320591,4.1095527444230129,<1,-,95.445066963669262,2.4133118200111312,2.141621216319606,<1,70.591969886000058,93.394323968364489,3.626383590405402,2.9792924412301152,<1,72.824019998015046,23.066427257561941,87.325335613836387,10.53304316984401,81.152704072019532,15.86800348675037
40,Europe and Northern America,Albania,ALB,2016,Upper middle income,4124.0553898627204,2881.063,-,91.317582854416145,4.6740995528884346,4.0083175926954198,<1,-,95.489533896240943,2.2555483199661519,2.2549177837929051,<1,70.616507855016494,93.754877909496813,3.2611577712096809,2.9839643192935061,<1,73.394378581523597,22.59730382578098,86.606275209590194,11.138807006616901,81.112900121900793,15.90313555880571
41,Europe and Northern America,Albania,ALB,2017,Upper middle income,4531.0322067589277,2879.355,-,92.009145323166408,4.0837722358657658,3.9070824409678271,<1,-,95.533641577834217,2.0981440708995511,2.3682143512662321,<1,70.636941589891876,94.102096200270111,2.904646696759301,2.9932571029705879,<1,73.964737165032375,22.128180393999799,85.887214805343774,11.74457084338999,81.044661189410746,15.962081707618671
42,Europe and Northern America,Albania,ALB,2018,Upper middle income,5287.6608006757479,2877.013,-,92.701962013506787,3.4921906972529801,3.805847289240234,<1,-,95.577390008449086,1.9410990728113551,2.4815109187395592,<1,70.653351623370042,94.436393434721865,2.5565878006562701,3.0070187646218609,<1,74.535095748540925,21.659056962218841,85.168154401097581,12.35033468016286,80.948852089295727,16.044129146082408
43,Europe and Northern America,Albania,ALB,2019,Upper middle income,5396.2142432842993,2873.883,-,93.396032925437538,2.8993549370498499,3.704612137512612,<1,-,95.620779188085564,1.78441332570155,2.5948074862128858,<1,70.665855005407565,94.758224717454794,2.216687363837321,3.025087918707897,<1,75.105454332049703,21.189933530437681,84.449093996851389,12.956098516935731,80.826473203633327,16.14843887765878
44,Europe and Northern America,Albania,ALB,2020,Upper middle income,5343.0377039955974,2866.849,-,94.091358058958789,2.3052649552561921,3.6033769857850189,<1,-,95.663809116743678,1.628086829570137,2.7081040536861849,<1,70.674537414951502,95.068038814580873,1.884656082788839,3.047305102630276,<1,75.675812915558254,20.720810098656731,83.730033592605196,13.561862353708619,80.678450368389079,16.274244528980638
45,Europe and Northern America,Albania,ALB,2021,Upper middle income,6377.2030955375285,2854.71,-,94.091358058958789,2.3052649552561921,3.6033769857850189,<1,-,95.663809116743678,1.628086829570137,2.7081040536861849,<1,70.705795061481822,95.081513442500253,1.8788526450513341,3.039633912448394,<1,75.675812915558254,20.720810098656731,83.730033592605196,13.561862353708619,80.74747391617052,16.212892171381089
46,Europe and Northern America,Albania,ALB,2022,Upper middle income,6810.1140410423295,2842.321,-,94.091358058958789,2.3052649552561921,3.6033769857850189,<1,-,95.663809116743678,1.628086829570137,2.7081040536861849,<1,70.736067946157704,95.094563522035756,1.8732320346536491,3.0322044433105901,<1,75.675812915558254,20.720810098656731,83.730033592605196,13.561862353708619,80.814322940281755,16.153472616407662
47,Northern Africa and Western Asia,Algeria,DZA,2000,Lower middle income,1780.3760628060447,30774.621,51.997150765344642,83.41060174035087,8.2404580544136081,7.3379181204298618,1.0110220848056599,82.173495873644782,94.155480239436997,3.7311744736065009,2.0041685731755829,<1,70.078517334717048,89.848828579842518,5.538540632202209,4.141985411855921,<1,67.648487003333344,24.002572791431131,90.498703855173289,7.3879508578702087,81.340111197044664,14.047258015000059
48,Northern Africa and Western Asia,Algeria,DZA,2001,Lower middle income,1754.5823609757206,31200.985,52.888132610195051,83.7374692401511,8.272750567178818,7.0207523658149569,<1,82.131198236537728,94.239470381885667,3.73450281811435,1.9197913406360241,<1,70.642185027899288,90.11344779642215,5.5174899205587327,3.9238529218867222,<1,67.262559513333372,24.74766029399655,89.779016968693213,8.1949562313068043,80.932754152566105,14.698183564414791
49,Northern Africa and Western Asia,Algeria,DZA,2002,Lower middle income,1794.811114231999,31624.696,53.784479527234389,84.064336739951315,8.305043079944042,6.7035866112000519,<1,82.088694545409581,94.323460524334337,3.7378311626222001,1.8354141080964661,<1,71.191858365342128,90.373804332946904,5.4961621839541381,3.7096078642791541,<1,66.876632023333286,25.492747796562071,89.059330082213364,9.0019616047431725,80.519216935886178,15.35074958101486
50,Northern Africa and Western Asia,Algeria,DZA,2003,Lower middle income,2117.0482289928673,32055.883,54.686191516462642,84.391204239751545,8.3373355927092518,6.3864208565851328,<1,82.045984800260328,94.407450666783006,3.7411595071300501,1.7510368755569079,<1,71.726964315581796,90.629722476755632,5.4746533198175138,3.499318935178541,<1,66.490704533333314,26.237835299127479,88.339643195733288,9.8089669781797681,80.099096677746573,16.005279118826589
51,Northern Africa and Western Asia,Algeria,DZA,2004,Lower middle income,2624.7952315194598,32510.186,55.593268577879819,84.71807173955176,8.3696281054744759,6.0692551019702279,<1,82.003069001090026,94.491440809231676,3.7444878516378992,1.6666596430173499,<1,72.24755176635486,90.88125472359522,5.4529683426549758,3.2929357357362221,<1,66.104777043333343,26.98292280169289,87.619956309253212,10.61597235161636,79.672463089481411,16.661759976768781
52,Northern Africa and Western Asia,Algeria,DZA,2005,Lower middle income,3131.3281898968071,32956.69,56.50571071148569,85.04493923935199,8.4019206182396857,5.752089347355323,<1,81.959947147898632,94.575430951680332,3.747816196145763,1.5822824104777919,<1,72.753151053983856,91.128253391014042,5.4312057858576681,3.0905002707368392,<1,65.718849553333371,27.728010304258309,86.900269422773363,11.42297772505273,79.238951119266034,17.320508057605679
53,Northern Africa and Western Asia,Algeria,DZA,2006,Lower middle income,3500.1345938273698,33435.08,57.423517917280698,85.371806739152206,8.4342131310049098,5.4349235927404038,<1,81.916619240686146,94.659421094129002,3.751144540653613,1.4979051779382331,<1,73.244346607421136,91.37095553414359,5.4092787291589639,2.8918851284855238,<1,65.332922063333285,28.47309780682383,86.180582536293286,12.229983098489329,78.799051220261603,17.981183043040961
54,Northern Africa and Western Asia,Algeria,DZA,2007,Lower middle income,3971.803488282229,33983.827,58.346690195264607,85.698674238952435,8.4665056437701196,5.1177578381254989,<1,81.87308527945261,94.743411236577671,3.7544728851614622,1.4135279453986751,<1,73.720721260715052,91.609231991483441,5.387286661947928,2.6971144721634732,<1,64.946994573333313,29.218185309389241,85.46089564981321,13.03698847192592,78.352421212386602,18.64409744104476
55,Northern Africa and Western Asia,Algeria,DZA,2008,Lower middle income,4946.5640172075891,34569.592,59.275227545437453,86.025541738752651,8.4987981565353437,4.800592083510594,<1,81.829345264198011,94.827401379026341,3.7578012296693122,1.3291507128591169,<1,74.182823842532642,91.84330874492106,5.3651416536844172,2.5060713843228868,<1,64.561067083333342,29.963272811954649,84.741208763333361,13.84399384536229,77.899536579261039,19.308913819344461
56,Northern Africa and Western Asia,Algeria,DZA,2009,Lower middle income,3898.4787878731727,35196.037,60.209129967799207,86.352409238552866,8.5310906693005677,4.4834263288956748,<1,81.78539919492232,94.911391521475039,3.7611295741771609,1.2447734803195301,<1,74.62768772440981,92.072034965947253,5.343516517423228,2.3191638951219389,<1,64.17513959333337,30.708360314520061,84.021521876853285,14.650999218798921,77.43768312169172,19.97786836167878
57,Northern Africa and Western Asia,Algeria,DZA,2010,Lower middle income,4495.9214756302399,35856.344,61.148397462349671,86.679276738353096,8.5633831820657775,4.1662605742807699,<1,81.741247071625537,94.995381663923709,3.7644579186850109,1.1603962477799721,<1,75.056807812812011,92.295973461590464,5.3221889643532423,2.1361004543433491,<1,63.789212103333277,31.453447817085589,83.301834990373209,15.458004592235509,76.9680372992798,20.650125126663902
58,Northern Africa and Western Asia,Algeria,DZA,2011,Lower middle income,5473.2818261166794,36543.541,62.093030029089263,87.006144238153311,8.5956756948310016,3.849094819665865,<1,81.696888894307676,95.079371806372379,3.76778626319286,1.0760190152404141,<1,75.469916980438015,92.514989286746285,5.3013169719604747,1.956861420074405,<1,63.403284613333312,32.198535319651,82.58214810389336,16.265009965671879,76.490171698324474,21.3261345603823
59,Northern Africa and Western Asia,Algeria,DZA,2012,Lower middle income,5610.7332819823332,37260.563,63.043027668017771,87.3426763765858,8.6183035689639524,3.5319290650509458,<1,81.652324662968724,95.182058027084921,3.752418529436838,<1,<1,75.86762296856503,92.745184699297482,5.2649790077824594,1.7812914987166091,<1,63.01735712333334,32.943622822216412,81.862461217413284,17.072015339108479,76.004458875469993,22.00570483160995
60,Northern Africa and Western Asia,Algeria,DZA,2013,Lower middle income,5519.7775755237299,38000.626,63.998390379135188,87.679280860084674,8.6408590980305178,3.2147633104360409,<1,81.607554377608707,95.284777249705826,3.737017793772452,<1,<1,76.250142681984769,92.970881146269505,5.2289623558074609,1.6092979804299099,<1,62.631429633333369,33.688710324781823,81.142774330933207,17.879020712545071,75.510883200679245,22.688960301397721
61,Northern Africa and Western Asia,Algeria,DZA,2014,Lower middle income,5516.2294403964916,38760.168,64.959118162441541,88.01595768864992,8.6633422820307118,2.897597555821136,<1,81.562578038227613,95.387529474235151,3.7215840561996458,<1,<1,76.618231935333881,93.192346780408926,5.1931900420213388,1.4407178164171499,<1,62.245502143333283,34.433797827347348,80.423087444453358,18.686026085981439,75.009982592466386,23.375554229963878
62,Northern Africa and Western Asia,Algeria,DZA,2015,Lower middle income,4197.4199849139841,39543.154,65.925211017936576,88.352706862281579,8.6857531209644918,2.5804318012062311,<1,81.517395644825427,95.490314700672869,3.7061173167184478,<1,<1,76.971960635210863,93.409557646999104,5.1577806654309013,1.2754688035463291,<1,61.859574653333311,35.17888532991276,79.703400557973282,19.493031459418031,74.501567122043397,24.065771190386599
63,Northern Africa and Western Asia,Algeria,DZA,2016,Lower middle income,3967.2006474380873,40339.329,66.89666894562076,88.689528380979624,8.7080916148318863,2.2632660465913119,<1,80.188472420393353,95.593132929018978,3.6906175753288579,<1,<1,76.394859262600036,93.622775535899407,5.1226547482948641,1.1133952746396441,<1,61.473647163333339,35.923972832478171,78.983713671493206,20.30003683285463,73.986166144010411,24.75926414018387
64,Northern Africa and Western Asia,Algeria,DZA,2017,Lower middle income,4134.9360865617136,41136.546,67.873491945493853,89.026422244744055,8.7303577636328953,1.946100291976407,<1,78.778185440445327,95.695984159273465,3.67508483203089,<1,<1,75.730541787848338,93.83197493030984,5.0879323721382184,<1,<1,61.087719673333368,36.669060335043582,78.264026785013357,21.107042206290998,73.463592721043156,25.456314581404889
65,Northern Africa and Western Asia,Algeria,DZA,2018,Lower middle income,4171.7903875554621,41927.007,68.85568001755594,89.363388453574998,8.7525515673675045,1.6289345373613879,<1,77.365296048778362,95.798868391436358,3.6595190868245169,<1,<1,75.036130399840985,94.037414925004114,5.0535331643477814,<1,<1,60.701792183333282,37.414147837609221,77.544339898533281,21.91404757972759,72.934367380552757,26.15658070879914
66,Northern Africa and Western Asia,Algeria,DZA,2019,Lower middle income,4021.9832660524048,42705.368,68.505370268245784,89.7004270074722,8.7746730260357424,1.311768782746469,<1,75.949804245393338,95.901785625507628,3.6439203397097661,<1,<1,73.953877493983427,94.23913986016143,5.019526352766051,<1,<1,60.31586469333331,38.159235340174632,76.824653012053204,22.72105295316419,72.398482404642337,26.860183808285161
67,Northern Africa and Western Asia,Algeria,DZA,2020,Lower middle income,3354.1531637159264,43451.666,65.838059346935481,90.03753790643583,8.7967221396375521,<1,<1,74.531710030289815,96.004735861487305,3.628288590686608,<1,<1,72.248147330290294,94.437329970412435,4.9858808477378913,<1,<1,59.929937203333338,38.904322842740036,76.104966125573355,23.528058326600561,71.856269917883921,27.56694090026641
